Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),PSZ-AC:1:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:2:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:3:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:4:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:5:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:1:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:1:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:2:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:2:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:3:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:3:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:4:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:4:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:5:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:5:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:1:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Fan Electricity Energy [J](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),Water Heater:WaterSystems:NaturalGas [J](Hourly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/21  01:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.47458260935153,20.649425353542046,20.405099887019407,20.410875754628524,20.44550061914784,20.411413563565436,1.666666666666667,1.666666666666667,1.666666666666667,1.666666666666667,1.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17182350.330668602,0.0,1121254.2828735162,21477244.156766176,0.0,1258543.8408463085,13698111.096723938,0.0,1224070.2851156767,20688311.935409416,0.0,1261678.0361179602,13684806.862149484,0.0,1223166.7100057397,14379513.154973743,6088713.154959202,0.0,0.0,0.0,0.0,100874639.03344801,100802639.03344801,72000.0 
 01/21  02:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.474752054846444,20.31296509161538,19.91605418293791,19.88912149052496,19.96387878270879,19.890080308371413,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12976838.143388178,0.0,897003.426298813,16534142.620048698,0.0,1006835.0726770469,10518525.92553623,0.0,979256.2280925413,15911687.754375257,0.0,1009342.4288943682,10508334.366905857,0.0,978533.3680045917,13161770.523981903,4870970.523967361,0.0,0.0,0.0,0.0,78604301.0688861,76973197.85785857,1631103.211027542 
 01/21  03:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.475147318210066,20.31817974280143,20.40056463481508,20.40835217220806,20.441069244518946,20.4088916504579,1.666666666666667,1.666666666666667,1.666666666666667,1.666666666666667,1.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15381336.58400654,0.0,1121254.2828735162,21572033.005039535,0.0,1258543.8408463085,13762399.055033425,0.0,1224070.2851156767,20780428.80153717,0.0,1261678.0361179602,13749046.871044286,0.0,1223166.7100057397,14379513.154973743,6088713.154959202,0.0,0.0,0.0,0.0,99017663.95212719,98945663.95212719,72000.0 
 01/21  04:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.47570549537818,19.430782389904028,19.90748945640504,19.88260402340408,19.95543633611867,19.883565310187432,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10367630.62659128,0.0,897003.426298813,16646474.442669123,0.0,1006835.0726770469,10585606.0468836,0.0,979256.2280925413,16021691.448909584,0.0,1009342.4288943682,10575377.039218726,0.0,978533.3680045917,13161770.523981903,4870970.523967361,0.0,0.0,0.0,0.0,75788359.77814573,74157261.35038118,1631098.4277645487 
 01/21  05:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.47637494600561,19.702097310162824,20.392076064061197,20.404214704123834,20.43266154299589,20.404755421428572,1.666666666666667,1.666666666666667,1.666666666666667,1.666666666666667,1.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14345979.686727583,0.0,1121254.2828735162,21745865.103702206,0.0,1258543.8408463085,13864658.236077093,0.0,1224070.2851156767,20951606.669235673,0.0,1261678.0361179602,13851263.882820923,0.0,1223166.7100057397,14379513.154973743,6088713.154959202,0.0,0.0,0.0,0.0,99969444.68768913,98338325.52950534,1631119.1581837928 
 01/21  06:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.477108433179854,19.41078295502481,19.89984537266828,19.87699326568409,19.947845811311797,19.87795594382254,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10861489.965919768,0.0,897003.426298813,16757656.480106125,0.0,1006835.0726770469,10650631.901240647,0.0,979256.2280925413,16131431.351736644,0.0,1009342.4288943682,10640377.39971364,0.0,978533.3680045917,13161770.523981903,4870970.523967361,0.0,0.0,0.0,0.0,76844424.64303942,75213270.71843684,1631153.9246025882 
 01/21  07:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.47790800678179,19.98942624186593,20.968516029174666,20.941476088657648,20.969549938830127,20.941577940012042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8671107.51576193,0.0,1345505.1394482194,20296510.136154436,0.0,1510252.6090155703,12688601.000750782,0.0,1468884.342138812,19345216.992344208,0.0,1514013.6433415522,12674361.423474198,0.0,1467800.0520068877,15597255.785965584,7306455.785951043,0.0,0.0,0.0,0.0,83033676.60316812,82961676.60316812,72000.0 
 01/21  08:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.478751459129995,20.000085294707603,20.999999601210373,20.99998889999344,20.99999960061007,20.9999889577625,0.0,0.0,0.0,0.0,0.0,0.0,0.2499727716294519,0.0,0.1688242294436417,0.0,0.10296919877643194,0.0,0.16840484503136274,0.0,0.10304526396390266,20865264.257005166,0.0,1345505.1394482194,28937903.790826537,0.0,1510252.6090155703,17682305.776122868,0.0,1468884.342138812,28066771.07459337,0.0,1514013.6433415522,17669014.951431867,0.0,1467800.0520068877,8688255.78596558,7306455.785951043,0.0,0.0,0.0,0.0,134024627.02545439,132393505.08003597,1631121.945418428 
 01/21  09:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.47964288631078,20.996380843456752,20.99999999999725,20.99999999923033,20.99999999999717,20.99999999923664,0.0,0.0,0.0,0.0,0.0,0.0,0.2499727716294519,0.0,0.1688242294436417,0.0,0.10296919877643194,0.0,0.16840484503136274,0.0,0.10304526396390266,25389974.368724477,0.0,1345505.1394482194,28513978.60492009,0.0,1510252.6090155703,17405567.73346925,0.0,1468884.342138812,27653263.01267685,0.0,1514013.6433415522,17392473.55169827,0.0,1467800.0520068877,7306455.78596558,7306455.785951043,0.0,0.0,0.0,0.0,137942188.67961988,136311001.85692236,1631186.8226975207 
 01/21  10:00:00,-20.599999999999998,0.0006125752582689679,100.0,-22.48057184711133,21.000172052603983,21.0,20.999999999999975,21.0,20.999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.2499727716294519,0.0,0.1688242294436417,0.0,0.10296919877643194,0.0,0.16840484503136274,0.0,0.10304526396390266,24159706.811775517,0.0,1345505.1394482194,28251159.980898343,0.0,1510252.6090155703,17247314.434747253,0.0,1468884.342138812,27395881.399466906,0.0,1514013.6433415522,17234313.55313986,0.0,1467800.0520068877,7306455.78596558,7306455.785951043,0.0,0.0,0.0,0.0,135358642.2084445,133727400.49259606,1631241.7158484631 
